estrofes,emocoes
"A informação á a peça-chave do sexo seguro  Do lado de dentro (pow), do lado de mora dos muros  É quente o ditado: quem vê cara não vê coração  Qualquer relação sem proteção há risco de contaminação  ",medo/surpresa
"Nunca pense que acontece com os outros e não com você  Sem camisinha ninguém tá imune ao HIV ou DST  DST's são todas doenças sexualmente transmissíveis  Alguns exemplos: hepatite, AIDS, sífilis  ",medo/surpresa
"Em qualquer forma de sexo descuidado  Se contamina pelo pinto, pela boca, ânus e vagina  Se o sintoma aparecer e desaparecer, cuidado  Isso não significa que você tá curado  ",medo/surpresa
"Se perceber uma coceira, um cheiro estranho, fedido  Uma ferida, o escorrimento de um líquido  Mano aconteceu e só existe um remédio:  Procurar o auxílio médico",medo/surpresa
"A juventude está sozinha  Não há ninguém para ajudar  A explicar por que é que o mundo  É este desastre que aí está  Eu não sei, eu não sei",medo/surpresa
"Nós dois, só nós dois e mais ninguém  Nós dois, só nós dois e mais ninguém  Ah! Vou rezar pra você desistir  Não vá embora não  ",medo/surpresa
A mãe morre de medo de barata  O pai vive com medo de ladrão  Jogaram inseticida pela casa Botaram cadeado no portão,medo/surpresa
A maior expressão da angústia  Pode ser a depressão  Algo que você pressente  Indefinível  Mas não tente se matar  Pelo menos essa noite não,medo/surpresa
"A maior expressão da angústia   Pode ser a depressão, algo que você pressente   Indefinível, mas não tente se matar   Pelo menos essa noite não ",medo/surpresa
A maré subiu demasiada  E tudo aqui está que é água  Que é água,medo/surpresa
"A metade do seu olhar  Está chamando pra luta, aflita  E metade quer madrugar  Na bodeguita",medo/surpresa
"A minha escola não tem personagem  A minha escola tem gente de verdade  Alguém falou do fim do mundo,  O fim do mundo já passou  Vamos começar de novo:  Um por todos, todos por um.",medo/surpresa
É este sol que me abrasa  Este amor que não engana  Estas sombras que me assustam  A minha terra é Viana,medo/surpresa
"Verdadeiro poeta é aquele segura a caneta  E deixa Deus escrever  Como diz a escritura, é o seguinte:  Deus usa os loucos pra confundir os sábios  Então ao poeta dos loucos, Almir Guineto",raiva/desgosto
A angry man is a angry man.  A rain a-fall but the dirt it tough;  A pot a-cook but the food no 'nough.  (Repeat)  A angry mob is a angry mob.,raiva/desgosto
Um morto mais vivo  De vida privada  No dia seguinte  O seguinte falhou,raiva/desgosto
Estava em San Vicente  As mulheres e os homens  Coração americano  Com sabor de vidro e corte,raiva/desgosto
Estava em San Vicente  As mulheres e os homens  Coração americano  Um sabor de vidro e corte,raiva/desgosto
"A fada, acaba com a minha lira  A gira, esgota a minha laringe  Esfinge, devora a minha pessoa  À toa, a boa  Que coisa mais saborosa  A Rosa",raiva/desgosto
A hélice metálica  Risca nosso beijo  E deixa em nossa pele  Peças e sinais,raiva/desgosto
Tudo aquilo que você ouviu  A respeito do que ele fez  Serve para ocultar a verdade  É melhor escutar outra vez ,raiva/desgosto
"A hora do encontro  É também, despedida  A plataforma dessa estação  É a vida desse meu lugar  É a vida desse meu lugar  É a vida...",raiva/desgosto
"- Aí é um assalto, todo mundo pro chão, pro chão...!  - Aí filho-da-puta, aqui ninguém tá de brincadeira não!  - Mais eu ofereço o cofre mano, o cofre, o cofre.....  - Vamo lá que o bicho vai pegar!",raiva/desgosto
"- Com a força dos braços cavamos a terra,   colhemos o ouro que hoje recobre   a igreja dos brancos.",raiva/desgosto
"E os manos que nos ouvem irão entender.  Que a informação é uma grande arma.  Mais poderosa que qualquer PT carregada.  Roupas caras de etiqueta, não valem nada.  ",raiva/desgosto
"Se comparadas a uma mente articulada.  Contra os racistas otários é química perfeita  Inteligência, e um cruzado de direita.  Será temido, e também respeitado. ",raiva/desgosto
"Sei, que assim falando, pensas  Que esse desespero é moda em 76.  E eu quero é que esse canto torto,  Feito faca, corte a carne de vocês.",raiva/desgosto
- Vamos fechar a rua e fazer uma manifestação!,raiva/desgosto
"-Aí pra político porco, o veredito é esse aqui mano...",raiva/desgosto
"-Com a força dos braços lavramos a terra   cortamos a cana, amarga doçura   na mesa dos brancos.",raiva/desgosto
"-Com a força dos braços plantamos na terra,   o negro café, perene alimento   do lucro dos brancos.",raiva/desgosto
"-Com a força dos braços, o grito entre os dentes,   a alma em pedaços, erguemos impérios,   fizemos a América dos filhos dos brancos!",raiva/desgosto
"-Dá brecha aqui sobe mesmo, ladrão  -A gente pede melhoria, mas aí  -Os caras querem mais que a gente se foda",raiva/desgosto
"-É ladrão, aqui comédia roda a banca  -Ah, o negócio é meter os canos mesmo, morô mano?  -Aí mano, cadeia não regenera ninguém, nunca regenerou.",raiva/desgosto
"-É mano, aqui é foda  -É embaçado, mó veneno  -A gente tá esquecido aqui, morô?",raiva/desgosto
"-É, meu mano KL Jay. O poder mente, ilude, e domina  a maioria da população, carente da educação e cultura.  E é dessa forma que eles querem que se proceda. Não é verdade?  -É, pode crê ! ",raiva/desgosto
"-Ei, mano, não é por aí, qualquer cadeia é foda  -Que nada, ladrão, febem pra mim é cadeia chocolate,  Coisa de molecada, pivetada  -Ih, mano, não é por aí, cê tá abraçando ideia, morô?  ",raiva/desgosto
"-Explico, qualquer um tira de letra  -Ixi, cê tá vendo coisa, comédia  -Presídio, detenção, isso é uma questão de trocar um ideia  -Ih, mano, cê tá vendo coisa, morô?  -Ah...",raiva/desgosto
-Isso não prova nada  Sob pressão da opinião pública  É que não haveremos  De tomar nenhuma decisão  Vamos esperar que tudo caia  No esquecimento  Aí então!  Faça-se a justiça!,raiva/desgosto
"vida baixa e a polícia nos enquadra;  Vida baixa, nos humilham e nos rebaixam;  Vida baixa, queremos ver quando isso acaba;  Vida baixa, não interessa o que eles acham.",raiva/desgosto
Sou um punk da periferia  Sou da Freguesia do Ó  Aqui prá vocês  Sou da Freguesia ,raiva/desgosto
"sai de cima, deixa disso de promessa  não me prende aqui que eu tô com pressa",raiva/desgosto
"pra pilantra o castigo é selvagem;  Tiro na testa, rodar banca não tem boi pra pilantragem.",raiva/desgosto
(Agora que eu faço sucesso)  (Você não me dá mais sossego)  (Agora que eu faço sucesso)  (Você não me dá mais sossego),raiva/desgosto
Quando eu era um pobre coitado  Você me olhava de lado  (Agora que eu faço sucesso)  Agora você pega no meu pé  (Você não me dá),raiva/desgosto
(Era música de dance  Era o bonde do prazer  Sacanagem sem romance  Por que eu fui meter você?,raiva/desgosto
"(Eu vou)  Na corrida pela inclusão, promovendo uma intervenção.  Preparado para o que vier, cada um escolhe o que quiser.  Se não fecha no pensamento, não embaça, sai da reta  que minha comitiva passa! Distante do perdedor. Quem já ta na frente olha do retrovisor.  ",raiva/desgosto
"Verás que tudo é mentira  Verás que nada é amor  Que os outros pouco se importam  Mesmo vencido na vida  Mesmo gemendo de dor  Não esperes nunca um auxílio  Uma ajuda, ou um favor",raiva/desgosto
Meninas só pensam em ficar noivas  Não brincam com a gente  parecem tontas  Se olham no espelho  para o figurino  Escondem suas bonecas  Falam de meninos,raiva/desgosto
"Se meu oponente não tiver atento, eu derrubo  Adrenalina cresce quando to no octógono eu subo,  Sem desconcentrar, se não ele que me detona  O segundo desatento é necessário pra beijar a lona  ",raiva/desgosto
"Me preparei, eu treinei pra ganhar  Sem afobação, vou levar pro chão, finalizar  Imobilizar, fazer ele bater três vezes  Tô me preparando pra essa luta faz uns meses  ",raiva/desgosto
"(na capa, algum palhaço autoritário  rodapé publicitário auto-retrata  fútil entrevista por bravata  ao gênio se compara, o otário)",raiva/desgosto
"(Psiu....Vamo, vai, entrando)  Guina no portão, eu e mais um mano  - Como é que é neguinho?  Se dirigia a mim, e ria, ria, como se eu não fosse nada  Ria, como fosse ter virada  ",raiva/desgosto
"Estava em jogo, meu nome e atitude. (tiros)  Era uma vez Robin Hood.  Fulano sangue-ruim, caiu de olho aberto  Tipo me olhando, eh, me jurando  Eu tava bem de perto e acertei uns seis  o Guina foi e deu mais três.",raiva/desgosto
"O campeonato, estádio  Abaixo, sai do anonimato  De baixo prol tu só cabra macho Me arrasa, não pausa, ataco o time de vasa  ",raiva/desgosto
Um dia depois  Não me vire as costas  Salvemos nós dois  Tudo vira bosta...,raiva/desgosto
"Brincando de Marionetes,  É o sistema brincando de marionetes  Brincando de Marionetes  É os sistema brincando de marionetes",raiva/desgosto
"Eu sei que essa vida contém cenas de perplexidade  Esse filme, pensando bem, é impróprio para qualquer idade",raiva/desgosto
"Indignação, indigna  Indigna, inação",raiva/desgosto
"Não, destrói a mola da paixão  Não desperte um sentimento em vão... ",raiva/desgosto
"Pois se eles querem meu sangue  Verão o meu sangue só no fim  E se eles querem meu corpo  Só se eu estiver morto, só assim.",raiva/desgosto
Só com disposição é que se vai pra pista  Estereotipado como extremista  Cuidado se você tiver na nossa lista  Bicudo com bicudo vê quem baixa a crista,raiva/desgosto
Não caia na armadilha siga a minha apologia  Mesmo de barriga vazia esquece a jóia da rica  Não caia na armadilha siga a minha apologia  Sua missa de 7º dia ta de importado na avenida,raiva/desgosto
"(Se ela te fala assim, com tantos rodeios  É pra te seduzir e te ver buscando o sentido  Daquilo que você ouviria displicentemente  Se ela te fosse direta, você a rejeitaria)",raiva/desgosto
no meio disso tudo eu não me envolvo não me sujo   até um tempo atras eu era um pobre vagabundo   andava pela rua nenhum trocado   ia a pé pra todo lado maltrapido e maltratado  ,raiva/desgosto
"Destaque o olho vira, tá com pulso acelerado  No ronco 6 caneco, so viajem, so estrago  Escola o tempo e melhor e tem parceiro  Caderno so pra seda, so loucura, som maneiro  ",raiva/desgosto
"Sem caô...Já era esse sonho de doutor  No rastro da cobra, piso olho de aguia morô  É tem extinto tá ligeiro tudo haverá  Moscão pede arrego, se é playboy então já era  ",raiva/desgosto
"Não teme policia muito menos fala grossa  Pipoca sem papo é roça, madame sorriu destroça  Tá no coviu, o lobo na empreita tio, vira fumaça nem  me viu bati carteira no Siu",raiva/desgosto
"É japão o bagulho tá doidão  Os moleque no apetite sonhando em virar ladrão  Na condição boladão, uma alma vai embora  A lata de merda estraga por dentro e por fora  ",raiva/desgosto
"Pequenos homem que não temem o perigo, mané  Que tão na pista traficando defedendo qualquer  Não tem sonho, contam com a sorte  Viaja na onda, mas caminha no caminho da morte",raiva/desgosto
Você não sabe de onde eu vim  Você não sabe o que é sofrer  Cosa Nostra tá chegando aí  E todo mundo vai saber,raiva/desgosto
Autoridade vem e invade sem critério nenhum  Som da sirene cheiro de morte derrubaram mais um  Na frente do filho eles quebraram o Pai  O Zé Polvinho fardado vem entra mata e sai  ,raiva/desgosto
Decorrente do descaso e da corrupção  Moleque cresceu não tinha emprego então virou ladrão  Menor bolado por aqui tem de montão  Morre um nasce um monte com maior disposição,raiva/desgosto
Não somos pouco e somos muito loucos  Guerreiro e guerreiro de noite e de dia...,raiva/desgosto
Quando o ódio domina não vai sobrar ninguém  O mau que você faz reflete um mim também  Respeito é pra quem tem... Pra quem tem!,raiva/desgosto
"Aprendi que não é justo eu na caixa de papelão,  Enquanto um boy tá de Ferrari e o outro é dono de avião.  Papai noel eu não sou um bom menino,  Eu busco o conforto através do latrocínio.  ",raiva/desgosto
"O vídeo vai ser 1.5.7. a TV um furto,  Panetone da ceia fruto de um furto.  No vestibular do inferno deixou claro,  Que sua ascensão vem na queda do empresário.  ",raiva/desgosto
"Por isso eu vou pra moto enquadrar teu carro,  Atirar no peito, arrancar o motor, queimar carcaça no mato.  Vou dar 5 gramas pro moleque do condomínio,  Pra ele ser meu cliente doente até o suicídio.  ",raiva/desgosto
"A filha roda a banca cheira todas na danceteria,  E ainda um cu de audi quer pagar de moralista.  Ladrão bom é o que a polícia matou,  Esquecendo que aqui é o cão que ele mesmo adestrou.",raiva/desgosto
"Filho da puta aprendi tudo do jeito que me ensinou,  Coração petrificado glock no doutor.  Vê o refém queimando vivo e dá risada,  Sem anestesia arrancar seu dedo com a navalha.  ",raiva/desgosto
"Fechar o carro forte atirar de ar15,  Cuzão dá o malote herói não sobrevive.  Aprendi que o alarme da mansão é piada,  Resulta a em empregada amarrada velório na sala.  ",raiva/desgosto
"Minha calçada da fama tem cadáver com jornal  O flash não é da Caras, é do repórter policial  A coletiva não é pra Veja, ISTOÉ  É pro choque que quebra o cassetete na sola do meu pé  Meu camarim não tem frutas da época, toalha branca  Tem enforcamento pra ter mais espaço na tranca ",raiva/desgosto
"Seu adversário o traficante da rua de baixo,  Seu sangue a vitória é status pro reinado.  Sem boi pra rica de mitsubishi moscando na avenida,  Vai relógio, carro, manda a vaca pro legista.  ",raiva/desgosto
"Não tenho futuro não sou jogador,  Sou na cena do crime o principal ator.  Boy quando ouvir assalto não precisa chorar,  Apenas são teus cães adestrados pra matar.",raiva/desgosto
"Pro boy dia 20 de novembro não é feriado, mas tem um ponto facultativo que eles tão acostumados  O moleque descalço apontando FAL, que no psico fecha escola banco o planalto central  ",raiva/desgosto
"Status pro arquiteto é ser do clube seleto, que ostenta apólice de seguro anti-sequestro  No topo da cadeia alimentar um burro, que pendura diploma na parede do túmulo  Tem chip do pé até o último fio de cabelo, aparato james bonde contra um pesadelo  O filho da doméstica com a senha da conta, pondo o artefato na boca 1,2,3 e detona a bomba",raiva/desgosto
"Abre logo a tranca, tira o cadeado  Arrombado quer catar boi morrendo asfixiado.  Vai conhecer a arte marcial que não é do van dame,  Nippon é como seu coração fora do corpo no tatame.  ",raiva/desgosto
"Não chora se vai pagar a via sacra da sua família,  A coroa na vigília com seu nome na cartolina.  Como o estado tem obrigação de garantir sua vida,  Sua morte vai ser indenizada na justiça.  ",raiva/desgosto
"AM, FM é enxurrada de groselha,  axé, sertanejo, pagode mela cueca.  Letras sem criatividade preocupação social,  o mesmo hit's em mil versões fórmula comercial.  Música é prostituída pra que rap alto astral?.  cuzão quer sorrir vai ver zorra total. ",raiva/desgosto
"Quem vive vida tribal caçando pra comer,  não quer ouvir sobre goro se comi puta no role.  Nosso suor fez a Paulista o teatro o museu,  mais na placa de bronze não tem seu nome nem o meu. ",raiva/desgosto
"No seu paraíso o preconceito não é maquiado,  o branco tem melhor salário que o negro no mesmo cargo.  O linguajar do jornalismo é código pro meu supletivo,  só com Pasquali traduzindo no pé do ouvido. ",raiva/desgosto
"Tribunal cinza com um juiz três de júri,  nosso crime, Rap no último volume.  O que vai proferir a pena bombou no psicotécnico,  É PM porque uma liminar garantiu o ingresso. ",raiva/desgosto
"Madame o monstro que tira a sua aliança na faca,  Tem a ficha menos kilométrica que o cuzão de farda.  Na CPI da assembléia legislativa,  Em 90% do crime organizado tem polícia.",raiva/desgosto
"Com salário de delegado um Lamborghini Diablo,  Na gaveta documento pra esquentar carro roubado.  A PM pune o militar que não engraxou a bota,  Mas não o que estoura de 762 sua veia aorta. ",raiva/desgosto
"Imitando o caçador que na parede expõe sua presa,  o Brasil expõe sua caça em jaulas na cadeia.  A espingarda não atira em pato e o labrador vai buscar,  o cão policial trás o bebê de calça plástica. ",raiva/desgosto
"Quando gritam ele tá armado não tem nem garrucha,  gambé faz teatro pra por luva cirúrgica.  Sente o prazer de um veado sendo penetrado,  a milhão na lombada com o corpo baleado. ",raiva/desgosto
"Aqui o Estevão não reza por quem o apedreja,  o sândalo aqui não perfuma a cerra elétrica.  Com sangue compra geladeira inox da Brastemp,  pra abrir o freezer e encontrar pedaço de parente.",raiva/desgosto
"É a pena capital extra oficial, mais não é suficiente,  rico quer cadeira elétrica, olho pulando de inocente.  Tem que cortar o ramo podre pra árvore sobreviver,  da sua cartilha aprendi todo o ABCD. ",raiva/desgosto
"É a lei de reciprocidade maquiavélica,  os 1000 graus centígrados no seu corpo são os que queimam a favela.  Quero ir pra faculdade seguir sua doutrina,  seguir os passos do teu filho, construir arma química. ",raiva/desgosto
"Imagina eu inaugurando meu condomínio de concentração,  com sua raça, colocando gás letal no pulmão.  Te colocando pra ganhar indulto de ano novo,  matando os carcereiros e saindo no cavalo doido. ",raiva/desgosto
"Será que somos a única espécie em 10 milhões que raciocina?  Nunca vi anta com arma ou mutilando com mina.  No mandamento do boy, cruz é fonte de renda,  a fé é o bispo comendo criança na igreja. ",raiva/desgosto
"Jesus quando voltar eu te empresto a minha quadrada  você enquadra, e eu crucifico quem traiu sua palavra.  Você morreu por quem mata o pai na paulada se dormir,  pra herdar a construtora, o helicóptero colibri.",raiva/desgosto
"Machucado sangrando sufocado,  Dentro do porta-mala do meu BMW.  Um ladrão no volante rindo a toa,  Outro com meu cartão e minha esposa. ",raiva/desgosto
"Cada ação preventiva da porra da polícia,  Tão num bar comendo coxinha, só vem quando virem carniça.  Querem meu sangue pra encher uma panela vazia,  Esse é o preço pela indiferença cobrado pela periferia.",raiva/desgosto
"No milésimo gol do rei se ouvia,  Não esqueçam da infância eduquem as criancinhas.  30 anos depois o livro didático,  É uma 9 com silenciador acoplado. ",raiva/desgosto
"O governo não assume o poder paralelo  Diz que um presídio pra cada facção é um previlégio.  Colocou sob o mesmo teto 2 grupos rivais,  Produto inflamável que incendeia a vela em 4 castiçais. ",raiva/desgosto
"A rinha foi montada, façam as apostas  Vence o galo que cravar a lâmina da sua espora.  Que grade separa o ódio do judeu pelo o ariano,  Do israelense pelo palestino, do cubano pelo americano? ",raiva/desgosto
"O soldado romano que crucificou seu filho,  Reincarnou e tem arma e distintivo.  Tortura inocente pra ensinar tocar piano,  A justiça que só é divina pro de charuto cubano. ",raiva/desgosto
"Seus animais são genéticamente modificados,  Pit-bull rotwailler pro ladrão ficar em pedaços.  Pena não se realizou o sonho de luther king,  Yuri se pá vão pra marte mais um negro não é livre. ",raiva/desgosto
"Abraço aqui foi abolida a escravatura,  Conta os pretos na TV no outdoor da rua.  Se o pai não tomar cuidado com a sua filha,  A quadrilha exporta ela pro puteiro da bolivia. ",raiva/desgosto
"Eu tô ligado que fome e crack faz o bandido,  Então por que não estraçalham a cabeça do político.  Não nego minha culpa no menino faminto,  Em vez de cesta básica comprei relógio suíço. ",raiva/desgosto
"Plebiscito do desarmamento 23 de outubro,  Como se a Colt precisasse de vitrine pro produto.  Ou pra matar eu precisasse de porte de arma,  Com fome é numeração raspada canivete faca. ",raiva/desgosto
"As armas que mais matam não tão na loja,  A quente tá no coldre da farda e a fria na bota.  Por ano morrem 10 a cada 100 mil em Pinheiros,  No mesmo cálculo, 103 morrem em Parelheiros. ",raiva/desgosto
"Faça regressão com preso e verá na hipnose,  O crime foi a melhor opção mesmo com fim precoce.  Assaltamo o Aparth Hotel o boy na mó suruba,  Subiu na cama redonda com 2 putas.",raiva/desgosto
"Mais quem vai legalizar a galinha dos ovos dourados,  coca é propina semanal pro sargento arrombado.  Lucro pra fábrica de arma, funerária, jornal,  pra político condomínio, guarda patrimonial. ",raiva/desgosto
"Toxicológico é pouco pra admissão do soldado,  O certo é o laudo do manicômio judiciário.  Vida contraditória sabia a hora do malote,  Era catar o gerente esperando o carro forte. ",raiva/desgosto
"Com sorte nos apresentam como membro de facção,  Com AR-15 Nextel em volta do brasão.  Promotor lê o que o médico põe no relatório,  Rigidez cadavérica mais de três horas de óbito.",raiva/desgosto
"A aula termina na cela fria da delegacia,  No povo contra povo carnificina chacina.  Te dão ódio motivo fuzil,  Pra você dar fuga á mil tomando tiro da civil. ",raiva/desgosto
"A lavadeira imigrante é a que sempre chora,  Vendo o filho sangrando na porta giratória.  O refém tá carbonizado por que o sistema quer,  Por que eu só existo quando dou tiro na mulher. ",raiva/desgosto
"Ou quando eu apareço sangüináreo no noticiário,  Arremessando a cabeça de outro presidiário.  Toda vez que o avião do boy trás um fuzil na viagem,  Nasce mais um louco selvagem pra te fuzilar na garagem. ",raiva/desgosto
"Fui adestrado pra roubar seu dinheiro velha,  Não pra encher a panela mas pra ter carro fumar pedra.  Sem espanto puta história normal na favela,  Pro esquecimento uma seqüela astro do linha direta.",raiva/desgosto
"Como um bom aluno eu tô fumando crack,  Trocando tiro com o gambé do denarc.  Sem negociação comigo é só terror,  Não cumpriu minhas exigências a vítima sente a dor. ",raiva/desgosto
"Na agência bancária vou tirar nota A,  Se o gerente não colaborar pá pá miolo no ar.  Minha formatura vai ser regada á champanhe,  Com o filho vendo eu atirando na cabeça da mãe. ",raiva/desgosto
"Seu eu for preso a técnica de fuga tá furada,  Fogo no 2.1.3. várias estiletadas.  Vou com o diretor pra frente da câmera da globo,  Fazer o cachorro chorar pedir socorro. ",raiva/desgosto
"Devia ter um controle interativo na televisão  Pra botar fogo no Projac, na Xuxa, no Faustão  Se eu sequestro o Sílvio Santos peço de resgate  O Ratinho, o Gugu, num foguete pra Marte ",raiva/desgosto
Seu personagem de malhação prega o diploma na parede  Os meu mata os gambé da Blazer pra catar os coletes  Quero que o boy digerindo meu rap sinta o gosto da morte  O gosto do pão do lixo da barraca de dog,raiva/desgosto
Fala pra vaca da sua filha cancelar o ecstasy  Não vai rodar a banca com meu som na festa rave  O rap concebido em sampler de sangue  Não é trilha pra bisneto de dono da casa grande ,raiva/desgosto
"Vocês têm faculdades, adestraram os robocops  Mais seu carro forte não compra meu Hip Hop  Dou a vida pra cantar meu verso proibido  Nasci pro carimbo de insolúvel do DP de homicídios ",raiva/desgosto
Foi extinto o crime político em diniz diplomata  Por um real deixam no poste sua cabeça pendurada  Na velocidade do el niño se espalha a epidemia  Em vez de um pentium em cada casa uma granada argentina,raiva/desgosto
Não é boletim da al jazeera faixa de gaza  4 mortos na barca de anti-aérea perfurada  O cativeiro com a família do diretor do CDP  Liberta minha quadrilha ou todo mundo vai morrer ,raiva/desgosto
"Aqui o exército protege turista com fuzil, que vem batendo punheta atrás de prostituição infantil  5 milhões é a premiação do show do milhão da vida real, é a cifra anual do narcotráfico nacional ",raiva/desgosto
"Se Marx fosse do Brasil escrevia no livro, revolução é com sig sawer, fogo seletivo  O boy só entende vendo as cinzas da filha cremada, com ela contando os paus que chupou na mensagem psicografada ",raiva/desgosto
"Agora pensa duas vezes pra comprar o diamante,  Pra sua piranha usar uma noite só no restaurante.  Olha a cara dela toda ensanguentada,  Vê do que é capaz quem vive de migalha. ",raiva/desgosto
"Investir em colete a prova de bala é ilusão,  Minha bala com teflon atravessa ele e seu coração.  Enquanto teu filho tiver na Disney e o meu no reformatório,  É quatro cinco na sua boca, autópsia velório. ",raiva/desgosto
"Não chora pelo carro seguro paga outro,  Cataram um boy sai fora nasceram de novo.  Corre pro DP chama seu policial,  Só por um milagre vão me ver no tribunal.",raiva/desgosto
"Cala a boca doutor não da mais nem um pio,  Se não te mando com tua vaca pra puta que o pariu.  Vai ter pivete órfão no Morumbi,  Caixão com alça de ouro assinado por mim. ",raiva/desgosto
"Diferente de você não tenho BMW,  Só um cômodo no barranco que com a chuva tá soterrado.  Teu filho vai pra escola com vigia detector,  Enquanto o meu não tem aula nem professor. ",raiva/desgosto
"Vai ser sequestrador vai matar polícia,  E ainda adolescente vai pra mesa do legista.  Não uso grife sapato italiano,  Eu não tô na moda nem etiqueta tem nos meus pano.  ",raiva/desgosto
"O sonho da minha coroa era me ver com diploma e bíblia,  Mas o Brasil me deu o cano que faz teu parente virar carniça.  Por isso seu sangue não me comove,  Por isso invado a cobertura e abro o boy com a nove.  ",raiva/desgosto
"Amarro a governanta tortura a família,  Quero mais dinheiro, aí coroa não me tira.  Mataram a esperança só deixam como herança,  Uma doze com uma caixa de bala pra criança.  ",raiva/desgosto
"Ia me entender se visse sua filha na esquina,  Por cinco conto no hotel dando a vagina.  Então cuzão dá um tempo fica quieto,  Talvez se der sorte não vai pra necrotério.",raiva/desgosto
"Colocamos mina terrestre fazemos festa,  Se o menino de outra raça terminar de muletas sem perna.  Queria limpar a polvora da retina,  Só lembrar da cesta de jordan o drible de garrincha. ",raiva/desgosto
"O cruzado de tyson direto de Ali,  O negro que humilhou hitler na olimpiada de Berlin.  O amor contra o ódio não tem chance,  Ele é o chinês de Pequim contra fila de tanques.  ",raiva/desgosto
"Um mano vem de fábrica com defeito,  Com uma granada de mão dentro do peito.  7 dias e noites jogados no lixo,  No pecado de Eva o fim do mundo teve inicio.",raiva/desgosto
"Confecciona sua Hugo Boss com Kevlar,  Ou Polietileno pra 765 não furar.  Tá aberta a temporada do Triller Contemporâneo,  Onde eu compro com seu Visa e afundo seu crânio.  ",raiva/desgosto
"Não adianta agendar cirurgia espiritual  Nem Dr. Fritz vai curar seu corpo físico ou astral.  Nossa aula de etiqueta é pra um único buffet,  O do canapé com miolo de rico esmagado igual patê.  ",raiva/desgosto
"A Estrela de Davi não é mais o alvo pro abate,  Agora é a trança, o boné, a tatuagem.  Querem vender por R$ 500 nosso esqueleto completo,  Aceitam até cheque pra 30 no cemitério.  ",raiva/desgosto
"É hoje o dia se não teve trairagem  A gente toma a cadeia, 5 horas na contagem.  Já pus minha armadura, guia no peito,  Os cavaleiros afiaram as lanças pra defender seu reino.  ",raiva/desgosto
"Fulano morreu com a PT de brinquedo do camelô,  Enquadrou o Bob´s e o bico lanchando se ligou.  Cravei no peito do cagueta espeto de churrasco,  Infelizmente a morte é sempre a falta do diálogo.  ",raiva/desgosto
"Tática de guerra, um fator surpresa  Cai mirrage, patriot, qualquer sistema de defesa.  Clá, clá, sem reação, cadê o resto do plantão?  Rendi mais seis gambé aposentado vendo televisão.  ",raiva/desgosto
"DOI-CODI ditadura 64 à 85,  No tapete sumia mais um preso político.  Gambé matou inocente tem pena administrativa,  suspensão de 30 a 90 dias. ",raiva/desgosto
"O cataclismo estelar originou os planetas,  o cataclismo social originou o capeta.  Que não quer só o caminhão da zona franca de Manaus,  quer pegada em persa no seu Taj Mahall. ",raiva/desgosto
"Já o parente que interdita a rua com pneu queimado  Pega 10 anos por associação ao tráfico.  A arma é um engenho mecânico depende da ação humana,  Só no Brasil tem disparo acidental toda semana.  Pra Anistia Internacional a polícia brasileira,  É a que mais executa no planeta. ",raiva/desgosto
"Levam o corpo pro PS pra quebrar a perícia,  Sem residuográfico quem prova que eu não atirei na policia?  Na criança bala perdida ritual que sacrifica,  Como a seita demoníaca dos meninos de altamira.  ",raiva/desgosto
"QSL, COPON, não tem PM pra missão,  Tão refinando pesando fazendo indolação.  Um morto a cada 9 horas da polícia paulista,  É 50 vezes maior do que da nova iorquina.  ",raiva/desgosto
"Pararam puta breu vixi é algodão na boca,  Ajoelha zé 12 na testa, bum, a queima roupa.  Deus não perdoe eles pois eles sabem o que fazem,  Pra farda podre punição em baixo de uma lápide.",raiva/desgosto
"Se filmar um do DAS interrogando suspeito,  Denzel Washington perde o Oscar em dia de treinamento.  Aí Eduardo o DP não é nessa direção,  Porra Dum Dum os ratos saíram da sua jurisdição.  Não vamo ser múmia Abull Jamal esperando justiça,  vamo ser degolado como Lampião e Maria bonita.",raiva/desgosto
"O covarde que fuzila 111 no carandirú,  À paisana anda com a funcional no cu.  Kevin Costner guarda costa pelo boy dá a vida,  Mas sem bico de vigia é fome com a família.  ",raiva/desgosto
"No corredor a ação fez eco, sinto cheiro de fumaça,  Rival se ligou, pois colchão em chamas de barricada.  Vejo do guichê, a cela virou forno,  Cusão de coberta molhada luta contra o fogo.",raiva/desgosto
"O boy me ensinou a ter cifrão nos olhos,  que vale a mentira da arma química pelo petróleo.  Que o suéter é confortável pro executivo,  mesmo com o algodão colhido por mãos escravas de meninos. ",raiva/desgosto
"Imagina eu de charrete em Campos do Jordão,  aproveitando a estação comendo seu coração.  Também apoio a sua segregação social,  só que eu de cavalo árabe e você no funeral. ",raiva/desgosto
"Ia ser o atleta nos 100 metros rasos,  deixando com a língua pra fora o turista enforcado.  Se o sangue é moeda corrente do seu capitalismo selvagem,  Deixa o herdeiro moscar na Lan House, jogando Counter Strike.",raiva/desgosto
"Que pra puta ter biquíni de pérola de água doce,  meu olfato tem que se acostumar com o córrego podre.  2012, torci pelo sonho olímpico,  pro Brasil mostrar pro mundo sua medalha de cinismo. ",raiva/desgosto
"Sei que a conquista tá no topo da montanha de cadáver,  que não é só vampiro que vive de sangue no cálice.  Aprendi como seu palácio de Bankhan é construído,  que as lágrimas são o diesel da X5. ",raiva/desgosto
